latitude,longitude,primary_road,secondary_road,description,legs,state
43.81130798,-99.32863454,BEEBE AVE,SANBORN ST,On BEEBE AVE at its intersection with SANBORN ST,4,SD
44.64819243,-103.84193771,13TH AVE,ZIEBACH ST,On 13TH AVE at its intersection with ZIEBACH ST,4,SD
44.89668667,-97.11420428,3 AVE SE,MAPLE ST S,On 3 AVE SE at its intersection with MAPLE ST S,4,SD
43.2244955,-97.96557727,2ND ST,MAIN ST,On 2ND ST at its intersection with MAIN ST,4,SD
44.01271748,-97.52861252,MINNIE ST N,COLLEGE AVE W,On MINNIE ST N at its intersection with COLLEGE AVE W,4,SD
44.07471614,-103.14058179,AURORA DR,PATRICIA ST,On AURORA DR at its intersection with PATRICIA ST,4,SD
43.30793642,-100.65857446,MAIN ST,ROSEBUD ST,On MAIN ST at its intersection with ROSEBUD ST,4,SD
43.54541321,-97.98532198,2ND ST,ELM ST,On 2ND ST at its intersection with ELM ST,4,SD
44.08884778,-98.57089289,9TH ST,DAKOTA AVE,On 9TH ST at its intersection with DAKOTA AVE,4,SD
44.08780584,-98.57089009,8TH ST,DAKOTA AVE,On 8TH ST at its intersection with DAKOTA AVE,4,SD
45.45615031,-98.5024138,10TH ST S,9TH AVE SW,On 10TH ST S at its intersection with 9TH AVE SW,4,SD
43.08054968,-96.77409124,3RD ST,MAIN ST,On 3RD ST at its intersection with MAIN ST,4,SD
43.07838321,-96.7783971,6TH ST,ELM ST,On 6TH ST at its intersection with ELM ST,4,SD
43.07940705,-96.77842729,6TH ST,OAK ST,On 6TH ST at its intersection with OAK ST,4,SD
43.07842335,-96.77544019,4TH ST,ELM ST,On 4TH ST at its intersection with ELM ST,4,SD
43.07945273,-96.77546246,4TH ST,OAK ST,On 4TH ST at its intersection with OAK ST,4,SD
43.0783628,-96.77978247,7TH ST,ELM ST,On 7TH ST at its intersection with ELM ST,4,SD
44.4116583,-103.50627493,DOUGLAS ST,FULTON ST,On DOUGLAS ST at its intersection with FULTON ST,4,SD
44.41330857,-103.50906291,JUNCTION AVE,SHERMAN ST,On JUNCTION AVE at its intersection with SHERMAN ST,4,SD
44.9007873,-97.11619554,1 ST NW,KEMP AVE W,On 1 ST NW at its intersection with KEMP AVE W,4,SD
44.90011607,-97.11287691,MAPLE ST N,KEMP AVE E,On MAPLE ST N at its intersection with KEMP AVE E,4,SD
44.89978791,-97.111229,2 ST NE,KEMP AVE E,On 2 ST NE at its intersection with KEMP AVE E,4,SD
44.90142443,-97.11939977,KEMP AVE W,3 ST NW,On KEMP AVE W at its intersection with 3 ST NW,4,SD
43.07731612,-96.77835835,6TH ST,BIRCH ST,On 6TH ST at its intersection with BIRCH ST,4,SD
44.34526585,-98.20917524,18TH ST SE,IDAHO AVE,On 18TH ST SE at its intersection with IDAHO AVE,4,SD
43.07632907,-96.77536294,4TH ST,MAPLE ST,On 4TH ST at its intersection with MAPLE ST,4,SD
44.08672467,-98.57088154,7TH ST,DAKOTA AVE,On 7TH ST at its intersection with DAKOTA AVE,4,SD
44.08558848,-98.57089222,6TH ST,DAKOTA AVE,On 6TH ST at its intersection with DAKOTA AVE,4,SD
44.08351166,-98.57087859,4TH ST,DAKOTA AVE,On 4TH ST at its intersection with DAKOTA AVE,4,SD
43.83875318,-101.50432021,12TH AVE,LOCUST,On 12TH AVE at its intersection with LOCUST,4,SD
43.71415006,-98.48042267,1ST ST,CAMPBELL ST,On 1ST ST at its intersection with CAMPBELL ST,4,SD
44.67144634,-103.8521417,6TH AVE,STATE ST,On 6TH AVE at its intersection with STATE ST,4,SD
45.04976012,-101.59598214,CALLEN AVE,5TH ST,On CALLEN AVE at its intersection with 5TH ST,4,SD
43.5688517,-100.74549079,4TH ST E,MCKINLEY AVE N,On 4TH ST E at its intersection with MCKINLEY AVE N,4,SD
43.56883662,-100.74198439,4TH ST E,INVESTMENT AVE N,On 4TH ST E at its intersection with INVESTMENT AVE N,4,SD
43.56777567,-100.74201251,3RD ST E,INVESTMENT AVE N,On 3RD ST E at its intersection with INVESTMENT AVE N,4,SD
43.56779333,-100.74549611,3RD ST E,MCKINLEY AVE N,On 3RD ST E at its intersection with MCKINLEY AVE N,4,SD
43.75901697,-96.73128947,BULLDOG AVE,5TH ST,On BULLDOG AVE at its intersection with 5TH ST,4,SD
42.89068246,-97.38214361,21ST ST E,BURLEIGH ST,On 21ST ST E at its intersection with BURLEIGH ST,4,SD
44.17123242,-97.71156498,WAREHOUSE ST N,MAIN ST E,On WAREHOUSE ST N at its intersection with MAIN ST E,4,SD
43.08036209,-96.78624944,13TH ST SW,MAIN ST,On 13TH ST SW at its intersection with MAIN ST,4,SD
44.3779296,-103.7291257,LOWER MAIN ST,WALL ST,On LOWER MAIN ST at its intersection with WALL ST,4,SD
44.37620841,-103.73099874,SHINE ST,LOWER MAIN ST,On SHINE ST at its intersection with LOWER MAIN ST,4,SD
44.48748406,-103.86135081,CANYON ST,GRANT ST,On CANYON ST at its intersection with GRANT ST,4,SD
44.07770616,-103.23388026,9TH ST,COLUMBUS ST,On 9TH ST at its intersection with COLUMBUS ST,4,SD
44.0789443,-103.22762376,6TH ST,KANSAS CITY ST,On 6TH ST at its intersection with KANSAS CITY ST,4,SD
44.07924347,-103.22947069,7TH ST,KANSAS CITY ST,On 7TH ST at its intersection with KANSAS CITY ST,4,SD
44.90110773,-97.09655774,11 ST NE,ARROW AVE NE,On 11 ST NE at its intersection with ARROW AVE NE,4,SD
45.00000272,-101.23477999,MAIN ST S,FRONTIER AVE E,On MAIN ST S at its intersection with FRONTIER AVE E,4,SD
44.58057123,-97.20915314,BURLINGTON ST,MAIN AVE,On BURLINGTON ST at its intersection with MAIN AVE,4,SD
45.01917542,-102.04133291,2ND AVE SW,5TH ST W,On 2ND AVE SW at its intersection with 5TH ST W,4,SD
44.0772323,-103.23787911,11TH ST,SOUTH ST,On 11TH ST at its intersection with SOUTH ST,4,SD
44.07986489,-103.23323317,9TH ST,KANSAS CITY ST,On 9TH ST at its intersection with KANSAS CITY ST,4,SD
44.38463406,-97.55628988,4TH ST,INGALLS AVE,On 4TH ST at its intersection with INGALLS AVE,4,SD
44.66376225,-96.62265041,MADISON ST,MAIN ST,On MADISON ST at its intersection with MAIN ST,4,SD
44.99357438,-101.23476688,MAIN ST S,PRAIRIE RD E,On MAIN ST S at its intersection with PRAIRIE RD E,4,SD
44.3620336,-98.21244216,4TH ST SE,KANSAS AVE,On 4TH ST SE at its intersection with KANSAS AVE,4,SD
43.43217691,-103.49097262,23RD ST,LINCOLN ST,On 23RD ST at its intersection with LINCOLN ST,4,SD
43.43213483,-103.48662645,20TH ST,LINCOLN ST,On 20TH ST at its intersection with LINCOLN ST,4,SD
45.01247782,-99.95712762,BLAINE AVE,MAIN ST,On BLAINE AVE at its intersection with MAIN ST,4,SD
45.33421612,-97.51726976,2ND ST E,9TH AVE E,On 2ND ST E at its intersection with 9TH AVE E,4,SD
44.66260279,-103.84288915,12TH AVE,NATIONAL ST,On 12TH AVE at its intersection with NATIONAL ST,4,SD
44.07713312,-103.23011637,7TH ST,COLUMBUS ST,On 7TH ST at its intersection with COLUMBUS ST,4,SD
44.17119837,-97.7166088,MAIN ST E,BUELL ST N,On MAIN ST E at its intersection with BUELL ST N,4,SD
45.48092707,-98.47927741,15TH AVE NE,STATE ST N,On 15TH AVE NE at its intersection with STATE ST N,4,SD
45.47780343,-98.47928808,12TH AVE NE,STATE ST N,On 12TH AVE NE at its intersection with STATE ST N,4,SD
45.4611022,-98.48518559,4TH AVE SE,WASHINGTON ST S,On 4TH AVE SE at its intersection with WASHINGTON ST S,4,SD
45.46211851,-98.48659521,3RD AVE SE,LINCOLN ST S,On 3RD AVE SE at its intersection with LINCOLN ST S,4,SD
45.46212643,-98.4895107,1ST ST S,3RD AVE SW,On 1ST ST S at its intersection with 3RD AVE SW,4,SD
44.3078356,-96.77637772,17TH AVE,3RD ST,On 17TH AVE at its intersection with 3RD ST,4,SD
44.04942697,-96.59346766,2ND AVE E,CRESCENT ST N,On 2ND AVE E at its intersection with CRESCENT ST N,4,SD
44.92101377,-97.11127371,16 AVE NE,MAPLE ST N,On 16 AVE NE at its intersection with MAPLE ST N,4,SD
43.2989524,-103.82947045,5TH AVE,F ST,On 5TH AVE at its intersection with F ST,4,SD
44.9191996,-97.1112619,14 AVE NE,MAPLE ST N,On 14 AVE NE at its intersection with MAPLE ST N,4,SD
43.37441644,-99.86416367,4TH ST,TAFT ST,On 4TH ST at its intersection with TAFT ST,4,SD
43.37333436,-99.85687249,5TH ST,MAIN ST,On 5TH ST at its intersection with MAIN ST,4,SD
43.37335038,-99.86649001,5TH ST,PARK ST E,On 5TH ST at its intersection with PARK ST E,4,SD
43.26153254,-99.71965237,2ND ST,TAFT ST,On 2ND ST at its intersection with TAFT ST,4,SD
43.37185745,-99.85039506,7TH ST,COUNTRY CLUB RD,On 7TH ST at its intersection with COUNTRY CLUB RD,4,SD
44.90109254,-97.09407086,13 ST NE,ARROW AVE NE,On 13 ST NE at its intersection with ARROW AVE NE,4,SD
44.89822384,-97.09669495,1 AVE NE,11 ST NE,On 1 AVE NE at its intersection with 11 ST NE,4,SD
44.90464015,-97.11293043,BROADWAY ST N,3 AVE NE,On BROADWAY ST N at its intersection with 3 AVE NE,4,SD
44.34540562,-98.22939323,18TH ST SW,ARIZONA AVE,On 18TH ST SW at its intersection with ARIZONA AVE,4,SD
45.46411491,-98.4895106,1ST AVE SW,1ST ST S,On 1ST AVE SW at its intersection with 1ST ST S,4,SD
43.7153654,-98.03388972,7TH AVE W,MINNESOTA ST N,On 7TH AVE W at its intersection with MINNESOTA ST N,4,SD
44.89897915,-97.11331178,1 AVE SE,MAPLE ST S,On 1 AVE SE at its intersection with MAPLE ST S,4,SD
44.89783487,-97.1137544,2 AVE SE,MAPLE ST S,On 2 AVE SE at its intersection with MAPLE ST S,4,SD
44.91188802,-97.11120596,10 AVE NE,MAPLE ST N,On 10 AVE NE at its intersection with MAPLE ST N,4,SD
44.5227113,-98.99030369,1ST AVE W,7TH ST W,On 1ST AVE W at its intersection with 7TH ST W,4,SD
42.78852288,-96.9323309,DUKE ST,COTTAGE AVE,On DUKE ST at its intersection with COTTAGE AVE,4,SD
42.78251228,-96.92923349,CLARK ST,DAKOTA ST,On CLARK ST at its intersection with DAKOTA ST,4,SD
42.78252236,-96.91997278,CLARK ST,PLUM ST,On CLARK ST at its intersection with PLUM ST,4,SD
42.77527955,-96.91850959,LEWIS ST,WALKER ST,On LEWIS ST at its intersection with WALKER ST,4,SD
42.7835196,-96.93801105,DARTMOUTH ST,FRANKLIN ST,On DARTMOUTH ST at its intersection with FRANKLIN ST,4,SD
43.59801904,-97.28772274,EAST AVE,MAIN ST,On EAST AVE at its intersection with MAIN ST,4,SD
43.50464005,-96.82243418,53RD ST W,GRINNELL AVE S,On 53RD ST W at its intersection with GRINNELL AVE S,4,SD
45.44855084,-99.65520613,4 AVE,5 ST,On 4 AVE at its intersection with 5 ST,4,SD
43.29994316,-103.83081744,6TH AVE,E ST,On 6TH AVE at its intersection with E ST,4,SD
44.72486931,-97.02897952,3RD AVE N,HARRY ST E,On 3RD AVE N at its intersection with HARRY ST E,4,SD
44.00884533,-97.52361238,MINER ST S,MARKET AVE E,On MINER ST S at its intersection with MARKET AVE E,4,SD
44.41436608,-103.50647391,MAIN ST,MIDDLE ST,On MAIN ST at its intersection with MIDDLE ST,4,SD
44.402732,-103.52155045,DOLAN CREEK RD,MOOSE DR,On DOLAN CREEK RD at its intersection with MOOSE DR,4,SD
44.04154941,-103.16969505,MINNESOTA ST E,MARLIN DR,On MINNESOTA ST E at its intersection with MARLIN DR,4,SD
44.0416604,-103.16957297,MINNESOTA ST E,MARLIN DR,On MINNESOTA ST E at its intersection with MARLIN DR,4,SD
42.87761005,-97.41710025,CITY LIMITS RD W,9TH ST W,On CITY LIMITS RD W at its intersection with 9TH ST W,4,SD
45.66375662,-97.04962983,VETERANS AVE,MAPLE ST,On VETERANS AVE at its intersection with MAPLE ST,4,SD
45.66465747,-97.04964657,VETERANS AVE,OAK ST,On VETERANS AVE at its intersection with OAK ST,4,SD
45.40669541,-96.85647612,1ST AVE,ORDWAY ST,On 1ST AVE at its intersection with ORDWAY ST,4,SD
45.40668315,-96.85506839,GRANT AVE,ORDWAY ST,On GRANT AVE at its intersection with ORDWAY ST,4,SD
43.71348713,-98.02410782,5TH AVE E,LAWLER ST N,On 5TH AVE E at its intersection with LAWLER ST N,4,SD
45.79233633,-97.75051669,423 AVE,7TH ST,On 423 AVE at its intersection with 7TH ST,4,SD
45.01140606,-99.95716515,COMMERCIAL AVE,MAIN ST,On COMMERCIAL AVE at its intersection with MAIN ST,4,SD
45.01140434,-99.9556523,COMMERCIAL AVE,EXENE ST,On COMMERCIAL AVE at its intersection with EXENE ST,4,SD
45.01247634,-99.95566113,BLAINE AVE,EXENE ST,On BLAINE AVE at its intersection with EXENE ST,4,SD
43.77117955,-103.60632979,3RD ST N,CLAY ST,On 3RD ST N at its intersection with CLAY ST,4,SD
44.99360071,-101.23887506,WILLOW ST S,PRAIRIE RD W,On WILLOW ST S at its intersection with PRAIRIE RD W,4,SD
44.58056588,-97.21237344,MAIN AVE,PARK ST,On MAIN AVE at its intersection with PARK ST,4,SD
45.79335148,-97.75051609,423 AVE,6TH ST,On 423 AVE at its intersection with 6TH ST,4,SD
44.49216468,-103.87494669,JONAS ST,KING ST,On JONAS ST at its intersection with KING ST,4,SD
44.0148214,-97.52537131,DAKOTA ST N,PARK AVE E,On DAKOTA ST N at its intersection with PARK AVE E,4,SD
45.67103863,-97.04280127,HATLE DR,KEEBLE CIR,On HATLE DR at its intersection with KEEBLE CIR,4,SD
45.67103955,-97.04173067,HATLE DR,BIRD CIR,On HATLE DR at its intersection with BIRD CIR,4,SD
45.33311118,-96.76423572,1ST AVE,MAIN ST,On 1ST AVE at its intersection with MAIN ST,4,SD
44.62732689,-97.63729853,3RD ST,GARFIELD AVE,On 3RD ST at its intersection with GARFIELD AVE,4,SD
44.3489645,-98.22938893,15TH ST SW,ARIZONA AVE,On 15TH ST SW at its intersection with ARIZONA AVE,4,SD
44.30790449,-96.7885583,3RD ST,MEDARY AVE,On 3RD ST at its intersection with MEDARY AVE,4,SD
43.39764079,-97.13662051,2ND ST,MAIN AVE,On 2ND ST at its intersection with MAIN AVE,4,SD
44.07835333,-103.22393327,4TH ST,KANSAS CITY ST,On 4TH ST at its intersection with KANSAS CITY ST,4,SD
44.01504154,-97.09971128,DIVISION AVE N,9TH ST NE,On DIVISION AVE N at its intersection with 9TH ST NE,4,SD
42.68410321,-96.68817862,FRANKLIN ST,JEFFERSON ST,On FRANKLIN ST at its intersection with JEFFERSON ST,4,SD
42.68127607,-96.68661395,COURT ST,DUPONT ST,On COURT ST at its intersection with DUPONT ST,4,SD
44.46088052,-103.63841878,LAUREL ST,MEADE ST,On LAUREL ST at its intersection with MEADE ST,4,SD
44.32121492,-96.92172386,4TH ST,HANSINA AVE,On 4TH ST at its intersection with HANSINA AVE,4,SD
44.32117584,-96.91777427,4TH ST,LINCOLN LN,On 4TH ST at its intersection with LINCOLN LN,4,SD
44.23506502,-96.47931095,3RD ST E,ANTELOPE ST,On 3RD ST E at its intersection with ANTELOPE ST,4,SD
44.4347125,-96.64619552,HOOKER AVE,MAIN ST,On HOOKER AVE at its intersection with MAIN ST,4,SD
44.66261398,-103.84726485,9TH AVE,NATIONAL ST,On 9TH AVE at its intersection with NATIONAL ST,4,SD
44.65911714,-103.85178699,7TH AVE,STANLEY ST,On 7TH AVE at its intersection with STANLEY ST,4,SD
45.46598046,-97.38621737,132 ST,ST JOSEPH ST,On 132 ST at its intersection with ST JOSEPH ST,4,SD
45.40972575,-96.85932171,3RD AVE,MAIN ST,On 3RD AVE at its intersection with MAIN ST,4,SD
44.30059327,-96.78221315,5TH ST S,ELM AVE,On 5TH ST S at its intersection with ELM AVE,4,SD
44.17831723,-103.33660178,CASTLEWOOD DR,REMINGTON ST,On CASTLEWOOD DR at its intersection with REMINGTON ST,4,SD
45.94294459,-102.15939597,2ND ST,MAIN ST,On 2ND ST at its intersection with MAIN ST,4,SD
45.94192337,-102.15938081,3RD ST,MAIN ST,On 3RD ST at its intersection with MAIN ST,4,SD
45.9409402,-102.15937922,4TH ST,MAIN ST,On 4TH ST at its intersection with MAIN ST,4,SD
45.94093887,-102.16088941,1ST AVE W,4TH ST,On 1ST AVE W at its intersection with 4TH ST,4,SD
44.151091,-103.31866137,ELM ST W,SEEAIRE ST,On ELM ST W at its intersection with SEEAIRE ST,4,SD
44.068122,-103.25847933,ARROW ST,MT VIEW RD,On ARROW ST at its intersection with MT VIEW RD,4,SD
44.75470612,-96.68546648,5TH AVE S,5TH ST W,On 5TH AVE S at its intersection with 5TH ST W,4,SD
44.31548608,-96.79035452,9TH AVE,9TH ST,On 9TH AVE at its intersection with 9TH ST,4,SD
44.31414865,-96.78850298,8TH ST,MEDARY AVE,On 8TH ST at its intersection with MEDARY AVE,4,SD
44.30909122,-96.79863537,4TH ST,MAIN AVE,On 4TH ST at its intersection with MAIN AVE,4,SD
45.45610405,-98.51142153,16TH ST S,9TH AVE SW,On 16TH ST S at its intersection with 9TH AVE SW,4,SD
44.01498764,-97.10976043,WASHINGTON AVE N,9TH ST NE,On WASHINGTON AVE N at its intersection with 9TH ST NE,4,SD
44.00400131,-97.11400227,1ST ST SE,EGAN AVE S,On 1ST ST SE at its intersection with EGAN AVE S,4,SD
44.00612258,-97.11402397,EGAN AVE N,1ST ST NW,On EGAN AVE N at its intersection with 1ST ST NW,4,SD
44.36328852,-98.23437816,3RD ST SW,LINCOLN AVE,On 3RD ST SW at its intersection with LINCOLN AVE,4,SD
44.57678584,-96.90093298,4TH ST,DAVIS AVE,On 4TH ST at its intersection with DAVIS AVE,4,SD
44.57676958,-96.89947843,5TH ST,DAVIS AVE,On 5TH ST at its intersection with DAVIS AVE,4,SD
45.33318847,-97.52444352,3RD ST W,8TH AVE W,On 3RD ST W at its intersection with 8TH AVE W,4,SD
44.16864638,-97.71069564,TOWN RD E,WAREHOUSE ST S,On TOWN RD E at its intersection with WAREHOUSE ST S,4,SD
45.79754983,-97.75048504,2ND ST,423 AVE,On 2ND ST at its intersection with 423 AVE,4,SD
44.51711363,-98.99199942,2ND AVE W,2ND ST W,On 2ND AVE W at its intersection with 2ND ST W,4,SD
44.00524718,-97.09978568,DIVISION AVE N,CENTER ST E,On DIVISION AVE N at its intersection with CENTER ST E,4,SD
43.56672151,-100.74403147,2ND ST E,BROCK AVE N,On 2ND ST E at its intersection with BROCK AVE N,4,SD
45.00001104,-101.23189822,FRONTIER AVE E,SPRUCE ST N,On FRONTIER AVE E at its intersection with SPRUCE ST N,4,SD
43.21396842,-96.56922391,288 ST,482 AVE,On 288 ST at its intersection with 482 AVE,4,SD
43.02476133,-96.63096899,FIFTH ST,IOWA ST,On FIFTH ST at its intersection with IOWA ST,4,SD
44.31680349,-96.79035035,9TH AVE,HARVEY DUNN ST,On 9TH AVE at its intersection with HARVEY DUNN ST,4,SD
44.15111369,-103.30861451,BLACK HAWK RD,ELM ST W,On BLACK HAWK RD at its intersection with ELM ST W,4,SD
43.42233044,-103.50015781,MEADOWLARK DR,CLUBHOUSE DR,On MEADOWLARK DR at its intersection with CLUBHOUSE DR,4,SD
43.80212346,-99.33484305,13TH AVE,SANBORN ST,On 13TH AVE at its intersection with SANBORN ST,4,SD
43.81057521,-99.32912626,LAWLER AVE,SANBORN ST,On LAWLER AVE at its intersection with SANBORN ST,4,SD
44.39045573,-97.54847661,CALUMET AVE,FRONT ST,On CALUMET AVE at its intersection with FRONT ST,4,SD
43.55484398,-96.68176701,3RD ST E,BAHNSON AVE N,On 3RD ST E at its intersection with BAHNSON AVE N,4,SD
45.53540301,-100.43391154,MAIN ST S,3RD ST E,On MAIN ST S at its intersection with 3RD ST E,4,SD
44.08961252,-98.57087853,DAKOTA AVE,RAILROAD AVE,On DAKOTA AVE at its intersection with RAILROAD AVE,4,SD
43.37184163,-99.85686045,7TH ST,MAIN ST,On 7TH ST at its intersection with MAIN ST,4,SD
43.3718654,-99.86648785,7TH ST,PARK ST E,On 7TH ST at its intersection with PARK ST E,4,SD
43.37441887,-99.8598054,4TH ST,VAN BUREN ST,On 4TH ST at its intersection with VAN BUREN ST,4,SD
43.3754665,-99.86647501,3RD ST,PARK ST E,On 3RD ST at its intersection with PARK ST E,4,SD
42.77519052,-96.91541876,CATALINA AVE,LEWIS ST,On CATALINA AVE at its intersection with LEWIS ST,4,SD
42.77514958,-96.91169558,LEWIS ST,NORBECK ST,On LEWIS ST at its intersection with NORBECK ST,4,SD
42.78250945,-96.93650251,CLARK ST,WASHINGTON ST,On CLARK ST at its intersection with WASHINGTON ST,4,SD
42.78251366,-96.93502226,CLARK ST,HIGH ST,On CLARK ST at its intersection with HIGH ST,4,SD
42.78353887,-96.93502564,DARTMOUTH ST,HIGH ST,On DARTMOUTH ST at its intersection with HIGH ST,4,SD
45.54245961,-100.43392346,MAIN ST N,10TH ST E,On MAIN ST N at its intersection with 10TH ST E,4,SD
45.54246698,-100.43244519,10TH ST E,1ST AVE E,On 10TH ST E at its intersection with 1ST AVE E,4,SD
45.5424738,-100.43101137,10TH ST E,2ND AVE E,On 10TH ST E at its intersection with 2ND AVE E,4,SD
43.62196609,-96.94264951,1ST ST,FEYDER AVE,On 1ST ST at its intersection with FEYDER AVE,4,SD
43.62304972,-96.94265653,2ND ST,FEYDER AVE,On 2ND ST at its intersection with FEYDER AVE,4,SD
43.54629626,-96.62619598,WILLOW WOOD ST E,RED SPRUCE AVE N,On WILLOW WOOD ST E at its intersection with RED SPRUCE AVE N,4,SD
44.8812293,-97.73664535,4TH AVE NW,DAKOTA ST N,On 4TH AVE NW at its intersection with DAKOTA ST N,4,SD
45.44491004,-98.49526564,5TH ST S,MELGAARD RD SW,On 5TH ST S at its intersection with MELGAARD RD SW,4,SD
43.43850314,-96.69144714,PERRY LN N,LEGENDARY DR,On PERRY LN N at its intersection with LEGENDARY DR,4,SD
43.50393989,-96.82737784,53RD ST W,KLEIN AVE S,On 53RD ST W at its intersection with KLEIN AVE S,4,SD
45.44928455,-98.50049651,15TH AVE SW,9TH ST S,On 15TH AVE SW at its intersection with 9TH ST S,4,SD
45.66194818,-97.04960695,VETERANS AVE,WALNUT ST,On VETERANS AVE at its intersection with WALNUT ST,4,SD
44.14007163,-103.06066329,TOWER DR,225 ST,On TOWER DR at its intersection with 225 ST,4,SD
43.18355076,-99.28792939,7TH ST,FRANKLIN ST,On 7TH ST at its intersection with FRANKLIN ST,4,SD
43.71552971,-98.01861647,7TH AVE E,BURR ST N,On 7TH AVE E at its intersection with BURR ST N,4,SD
43.71545677,-98.02696552,7TH AVE W,ROWLEY ST N,On 7TH AVE W at its intersection with ROWLEY ST N,4,SD
44.28249003,-96.7884895,MEDARY AVE S,20TH ST S,On MEDARY AVE S at its intersection with 20TH ST S,4,SD
44.29131311,-96.81300819,SUMMIT PASS,POWDERHORN PASS,On SUMMIT PASS at its intersection with POWDERHORN PASS,4,SD
44.07744076,-103.21837844,1ST ST,KANSAS CITY ST,On 1ST ST at its intersection with KANSAS CITY ST,4,SD
44.07712494,-103.21641082,EAST BLVD,KANSAS CITY ST,On EAST BLVD at its intersection with KANSAS CITY ST,4,SD
44.07711027,-103.21624231,EAST BLVD,KANSAS CITY ST,On EAST BLVD at its intersection with KANSAS CITY ST,4,SD
45.03382369,-99.1316031,COURT ST,THIRTEENTH AVE S,On COURT ST at its intersection with THIRTEENTH AVE S,4,SD
45.02998618,-99.13157853,OAK ST,THIRTEENTH AVE S,On OAK ST at its intersection with THIRTEENTH AVE S,4,SD
42.68306047,-96.68590997,COURT ST,JEFFERSON ST,On COURT ST at its intersection with JEFFERSON ST,4,SD
42.68202726,-96.68364289,JEFFERSON ST,PEARL ST,On JEFFERSON ST at its intersection with PEARL ST,4,SD
43.51117178,-96.73364947,49TH ST W,DULUTH AVE S,On 49TH ST W at its intersection with DULUTH AVE S,4,SD
43.47518353,-96.7473046,WESTERN AVE S,85TH ST W,On WESTERN AVE S at its intersection with 85TH ST W,4,SD
42.68561105,-96.68067695,PEARL ST,PLEASANT ST,On PEARL ST at its intersection with PLEASANT ST,4,SD
45.00297969,-101.22690459,3RD ST,LINCOLN ST,On 3RD ST at its intersection with LINCOLN ST,4,SD
45.00096151,-101.22690035,1ST ST,LINCOLN ST,On 1ST ST at its intersection with LINCOLN ST,4,SD
44.89777713,-97.21862589,4 AVE SW,60 ST SW,On 4 AVE SW at its intersection with 60 ST SW,4,SD
44.99497377,-101.2184411,FOXRIDGE RD,MINI COUJOU DR,On FOXRIDGE RD at its intersection with MINI COUJOU DR,4,SD
45.05080248,-101.60163684,6TH ST,C ST,On 6TH ST at its intersection with C ST,4,SD
45.04976751,-101.60017085,5TH ST,B ST,On 5TH ST at its intersection with B ST,4,SD
45.04976715,-101.5989043,5TH ST,A ST,On 5TH ST at its intersection with A ST,4,SD
45.42704588,-101.07540263,6TH ST,E ST,On 6TH ST at its intersection with E ST,4,SD
44.40863058,-103.50632394,FULTON ST,SHEPARD ST,On FULTON ST at its intersection with SHEPARD ST,4,SD
44.2307436,-103.38826433,2ND ST,PARK ST,On 2ND ST at its intersection with PARK ST,4,SD
43.76230847,-103.60515091,1ST ST S,GORDON ST,On 1ST ST S at its intersection with GORDON ST,4,SD
44.23977427,-96.48609081,217 ST,486 AVE,On 217 ST at its intersection with 486 AVE,4,SD
44.08456206,-98.57089498,5TH ST,DAKOTA AVE,On 5TH ST at its intersection with DAKOTA AVE,4,SD
44.08249881,-98.57089147,3RD ST,DAKOTA AVE,On 3RD ST at its intersection with DAKOTA AVE,4,SD
43.30092637,-103.83079225,6TH AVE,MOGUL WAY,On 6TH AVE at its intersection with MOGUL WAY,4,SD
43.30093494,-103.83213164,7TH AVE,MOGUL WAY,On 7TH AVE at its intersection with MOGUL WAY,4,SD
43.54849502,-96.69892884,8TH ST E,LEADERS AVE N,On 8TH ST E at its intersection with LEADERS AVE N,4,SD
43.43174182,-96.76736362,273 ST,472 AVE,On 273 ST at its intersection with 472 AVE,4,SD
43.16973158,-97.2396879,291 ST,448 AVE,On 291 ST at its intersection with 448 AVE,4,SD
43.37086261,-96.98695789,DEWEY AVE,MAIN ST,On DEWEY AVE at its intersection with MAIN ST,4,SD
43.21415721,-96.68748099,288 ST,476 AVE,On 288 ST at its intersection with 476 AVE,4,SD
43.4319684,-96.82625203,273 ST,469 AVE,On 273 ST at its intersection with 469 AVE,4,SD
44.98907366,-101.24243094,UNKNOWN,WHITE TAIL DR,On UNKNOWN at its intersection with WHITE TAIL DR,4,SD
44.98536061,-101.24401442,UNKNOWN,UNKNOWN,On UNKNOWN at its intersection with UNKNOWN,4,SD
44.98640762,-101.24402695,UNKNOWN,UNKNOWN,On UNKNOWN at its intersection with UNKNOWN,4,SD
44.08223167,-103.3017856,MAIN ST W,BERRY PINE RD S,On MAIN ST W at its intersection with BERRY PINE RD S,4,SD
44.04943504,-96.59543327,2ND AVE E,WIND ST N,On 2ND AVE E at its intersection with WIND ST N,4,SD
44.0494359,-96.59149636,2ND AVE E,PRAIRIE ST N,On 2ND AVE E at its intersection with PRAIRIE ST N,4,SD
44.88004129,-97.73829464,3RD AVE NW,IDAHO ST N,On 3RD AVE NW at its intersection with IDAHO ST N,4,SD
44.88003793,-97.73663065,3RD AVE NW,DAKOTA ST N,On 3RD AVE NW at its intersection with DAKOTA ST N,4,SD
44.8788545,-97.73829196,2ND AVE NW,IDAHO ST N,On 2ND AVE NW at its intersection with IDAHO ST N,4,SD
44.8788606,-97.73663411,2ND AVE NW,DAKOTA ST N,On 2ND AVE NW at its intersection with DAKOTA ST N,4,SD
