tag,lat,lon
Children_at_play,39.7169357,-89.6676314
Children_at_play,39.7514355,-89.5842458
Children_at_play,39.6796094,-89.6997866
Children_at_play,39.6862314,-89.7132138
Children_at_play,39.6877673,-89.7130571
Children_at_play,39.6681941,-89.6765719
Children_at_play,39.6802439,-89.7016871
Children_at_play,39.682847,-89.7027438
Children_at_play,39.7525399,-89.5837477
Children_at_play,39.7535188,-89.5838929
Children_at_play,39.6948689,-89.7016361
Children_at_play,39.7831811,-89.468909
Children_at_play,39.8976095,-89.6077052
Children_at_play,39.8793399,-89.6004456
Children_at_play,39.8641753,-89.531056
Children_at_play,46.6263063,-95.0931092
Children_at_play,46.6263979,-95.0894374
Children_at_play,46.6332427,-95.0866086
Children_at_play,46.633327,-95.0854392
Children_at_play,39.7037214,-89.626768
Children_at_play,39.7714742,-89.7004003
Children_at_play,39.7722911,-89.6996927
Children_at_play,39.7578418,-89.6984757
Children_at_play,39.7571612,-89.7009601
Children_at_play,39.7889381,-89.6169448
Children_at_play,39.8087055,-89.6931912
Children_at_play,39.8094041,-89.6921684
Children_at_play,46.6288445,-95.0878847
Children_at_play,39.7499857,-89.6978779
Children_at_play,39.7518227,-89.6955499
Children_at_play,39.7696507,-89.6289001
Children_at_play,39.7707561,-89.6296322
Children_at_play,39.7999283,-89.6129989
Children_at_play,39.7603427,-89.6929945
Children_at_play,39.7606512,-89.6917732
Children_at_play,46.6305281,-95.0866834
Children_at_play,46.6305327,-95.0879647
Children_at_play,39.7774185,-89.65497
Children_at_play,39.8017768,-89.6705579
Children_at_play,39.7423187,-89.6236083
Children_at_play,39.8924073,-89.6057177
Children_at_play,39.7933227,-89.6624983
Children_at_play,39.8141858,-89.6651479
Children_at_play,39.8157678,-89.6651773
Children_at_play,39.7532858,-89.6563647
Children_at_play,39.7440786,-89.6152536
Children_at_play,39.8184044,-89.6248464
Children_at_play,39.8180519,-89.6459811
Children_at_play,39.6913046,-89.6995069
Children_at_play,39.8957851,-89.5995781
Children_at_play,39.6814678,-89.7160295
